ideal	EQ001	NDNS-Partial	13.771386734175495
ideal	EQ001	NDNS-Relaxed	13.010920136121197
ideal	EQ001	NDNS-Exact	11.484711056290829
ideal	EQ040	NDNS-Partial	25.619746022371903
ideal	EQ040	NDNS-Relaxed	25.15529342265202
ideal	EQ040	NDNS-Exact	18.698091513331367
ideal	EQ002	NDNS-Partial	10.828385320273245
ideal	EQ002	NDNS-Relaxed	10.828385320273245
ideal	EQ002	NDNS-Exact	9.368929392892207
ideal	EQ005	NDNS-Partial	10.619597669935594
ideal	EQ005	NDNS-Relaxed	10.619597669935594
ideal	EQ005	NDNS-Exact	10.322948210539197
ideal	EQ007	NDNS-Partial	9.920628543879461
ideal	EQ007	NDNS-Relaxed	9.920628543879461
ideal	EQ007	NDNS-Exact	9.925656905059004
ideal	EQ011	NDNS-Partial	42.0874918457336
ideal	EQ011	NDNS-Relaxed	41.62304727554713
ideal	EQ011	NDNS-Exact	33.11173882899551
ideal	EQ013	NDNS-Partial	20.892108626810572
ideal	EQ013	NDNS-Relaxed	20.892108626810572
ideal	EQ013	NDNS-Exact	18.31562816945195
ideal	EQ029	NDNS-Partial	52.139618846886584
ideal	EQ029	NDNS-Relaxed	52.139618846886584
ideal	EQ029	NDNS-Exact	50.01019965588556
ideal	EQ018	NDNS-Partial	4.543559338088346
ideal	EQ018	NDNS-Relaxed	4.543559338088346
ideal	EQ018	NDNS-Exact	4.543559338088346
ideal	EQ020	NDNS-Partial	8.738207944728543
ideal	EQ020	NDNS-Relaxed	8.738207944728543
ideal	EQ020	NDNS-Exact	8.994649653013845
ideal	EQ021	NDNS-Partial	10.069938224346409
ideal	EQ021	NDNS-Relaxed	9.94073525692439
ideal	EQ021	NDNS-Exact	7.736319726775446
ideal	EQ036	NDNS-Partial	6.768929392892205
ideal	EQ036	NDNS-Relaxed	6.768929392892205
ideal	EQ036	NDNS-Exact	5.518929392892205
ideal	EQ022	NDNS-Partial	7.7618595071429155
ideal	EQ022	NDNS-Relaxed	7.7618595071429155
ideal	EQ022	NDNS-Exact	7.392789260714372
ideal	EQ023	NDNS-Partial	3.96160631164485
ideal	EQ023	NDNS-Relaxed	3.96160631164485
ideal	EQ023	NDNS-Exact	3.9484591188793923
ideal	EQ041	NDNS-Partial	6.2618595071429155
ideal	EQ041	NDNS-Relaxed	6.2618595071429155
ideal	EQ041	NDNS-Exact	5.0951928404762485
ideal	EQ025	NDNS-Partial	7.532939284298931
ideal	EQ025	NDNS-Relaxed	7.532939284298931
ideal	EQ025	NDNS-Exact	5.641025017365394
ideal	EQ026	NDNS-Partial	18.71532402324939
ideal	EQ026	NDNS-Relaxed	18.46532402324939
ideal	EQ026	NDNS-Exact	17.440324023249392
ideal	EQ030	NDNS-Partial	22.32066818999149
ideal	EQ030	NDNS-Relaxed	21.625927133960673
ideal	EQ030	NDNS-Exact	17.627180824904578
ideal	EQ034	NDNS-Partial	6.561606311644851
ideal	EQ034	NDNS-Relaxed	6.561606311644851
ideal	EQ034	NDNS-Exact	6.561606311644851
ideal	EQ037	NDNS-Partial	25.43503694016571
ideal	EQ037	NDNS-Relaxed	25.43503694016571
ideal	EQ037	NDNS-Exact	19.397304792875886
ideal	EQ045	NDNS-Partial	16.697455566701787
ideal	EQ045	NDNS-Relaxed	16.697455566701787
ideal	EQ045	NDNS-Exact	15.840312709558932
